temp,rain_1h,snow_1h,clouds_all,weather_description,date_time,traffic_volume,hour,day_of_week,month,day,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_weekend,is_rush_hour,rolling_mean_6,rolling_std_6,rolling_mean_24,rolling_std_24,lag_1,lag_24,lag_168,weather_main_Clouds,weather_main_Drizzle,weather_main_Fog,weather_main_Haze,weather_main_Mist,weather_main_Rain,weather_main_Smoke,weather_main_Snow,weather_main_Squall,weather_main_Thunderstorm,holiday_Columbus_Day,holiday_Independence_Day,holiday_Labor_Day,holiday_Martin_Luther_King_Jr_Day,holiday_Memorial_Day,holiday_New_Years_Day,holiday_State_Fair,holiday_Thanksgiving_Day,holiday_Veterans_Day,holiday_Washingtons_Birthday
279.61,0.0,0.0,99,light rain,2012-10-10 09:00:00,5680,9,2,10,10,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,1,6284.5,458.314193539773,4074.25,2302.48527824213,6283.0,5599.0,963.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
279.61,0.0,0.0,99,light intensity drizzle,2012-10-10 09:00:00,5680,9,2,10,10,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,1,6252.0,498.327603088583,4122.0,2324.2149305686553,5680.0,4534.0,506.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
279.67,0.0,0.0,99,sky is clear,2012-10-10 10:00:00,4632,10,2,10,10,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,5891.833333333333,747.6698246329569,4119.541666666667,2323.6180554802077,5680.0,4691.0,321.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
280.19,0.0,0.0,1,sky is clear,2012-10-10 11:00:00,4887,11,2,10,10,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,5574.166666666667,690.9655321842577,4112.041666666667,2320.7156407334624,4632.0,5067.0,273.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.09,0.0,0.0,75,broken clouds,2012-10-10 12:00:00,5030,12,2,10,10,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,5365.333333333333,619.543595452873,4112.041666666667,2320.7156407334624,4887.0,5030.0,367.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.26,0.0,0.0,75,broken clouds,2012-10-10 13:00:00,5067,13,2,10,10,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,5162.666666666667,428.863459234605,4102.333333333333,2316.0125340703603,5030.0,5300.0,814.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.05,0.0,0.0,90,overcast clouds,2012-10-10 14:00:00,5227,14,2,10,10,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,5087.166666666667,352.6819624912384,4079.4166666666665,2301.3964176157247,5067.0,5777.0,2718.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
281.59,0.0,0.0,90,overcast clouds,2012-10-10 15:00:00,5610,15,2,10,10,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,5075.5,329.5480238144428,4048.625,2274.4966727015526,5227.0,6349.0,5673.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
281.23,0.0,0.0,81,sky is clear,2012-10-10 16:00:00,6286,16,2,10,10,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,1,5351.166666666667,520.7062191549788,4055.25,2281.0357916106213,5610.0,6127.0,6511.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.6,0.0,0.0,81,sky is clear,2012-10-10 18:00:00,4775,18,2,10,10,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,1,5332.5,542.236387565429,4068.375,2284.3697791827567,6286.0,4460.0,5471.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.6,0.0,0.0,81,sky is clear,2012-10-10 19:00:00,3340,19,2,10,10,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,5050.833333333333,987.1813241075178,4065.125,2285.390563377278,4775.0,3418.0,5097.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.6,0.0,0.0,81,sky is clear,2012-10-10 20:00:00,3013,20,2,10,10,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,4708.5,1290.1151498994207,4075.0416666666665,2280.059257032525,3340.0,2775.0,4887.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.6,0.0,0.0,81,sky is clear,2012-10-10 21:00:00,2603,21,2,10,10,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,4271.166666666667,1505.9024426126252,4087.4166666666665,2270.8276391365916,3013.0,2306.0,5337.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.6,0.0,0.0,81,sky is clear,2012-10-10 22:00:00,1910,22,2,10,10,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,3654.5,1602.4779249649596,4090.0833333333335,2268.117030119663,2603.0,1846.0,5692.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.6,0.0,0.0,81,sky is clear,2012-10-10 23:00:00,1037,23,2,10,10,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,2779.6666666666665,1278.6079409524514,4093.8333333333335,2262.7625414171457,1910.0,947.0,6137.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
273.9,0.0,0.0,1,sky is clear,2012-10-11 01:00:00,347,1,3,10,11,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,2041.6666666666667,1169.8580540675289,4087.7083333333335,2273.1057948784837,1037.0,494.0,4623.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
274.4,0.0,0.0,75,broken clouds,2012-10-11 03:00:00,350,3,3,10,11,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,1543.3333333333333,1142.7063781508634,4088.4583333333335,2271.8153434445644,347.0,332.0,3591.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
274.05,0.0,0.0,75,broken clouds,2012-10-11 04:00:00,850,4,3,10,11,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,1182.8333333333333,902.210489113634,4113.0,2231.4944690089173,350.0,261.0,2898.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
273.71,0.0,0.0,40,scattered clouds,2012-10-11 05:00:00,2791,5,3,10,11,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,1214.1666666666667,962.6375053293232,4214.25,2105.4194717855894,850.0,361.0,2637.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
272.66,0.0,0.0,1,sky is clear,2012-10-11 06:00:00,5809,6,3,10,11,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,1864.0,2132.039586874502,4211.5,2103.197896372176,2791.0,5875.0,1777.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
272.65,0.0,0.0,1,sky is clear,2012-10-11 07:00:00,6798,7,3,10,11,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,2824.1666666666665,2858.561555514708,4211.708333333333,2103.464956750019,5809.0,6793.0,1015.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
272.52,0.0,0.0,1,sky is clear,2012-10-11 08:00:00,6304,8,3,10,11,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,3817.0,2860.610004876582,4191.333333333333,2079.607460172663,6798.0,6793.0,598.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
275.19,0.0,0.0,20,few clouds,2012-10-11 09:00:00,5291,9,3,10,11,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,4640.5,2323.752202796159,4150.0,2045.8105654153846,6304.0,6283.0,369.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
275.34,0.0,0.0,1,sky is clear,2012-10-11 10:00:00,4638,10,3,10,11,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,5271.833333333333,1431.0658149318876,4081.4583333333335,1998.2442723804936,5291.0,6283.0,312.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
284.1,0.0,0.0,50,sky is clear,2012-10-11 14:00:00,5557,14,3,10,11,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,5732.833333333333,760.4481354219147,4076.3333333333335,1994.1196306764734,4638.0,5680.0,367.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
284.1,0.0,0.0,50,sky is clear,2012-10-11 15:00:00,5818,15,3,10,11,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,5734.333333333333,760.6372766744124,4082.0833333333335,1999.1374643703905,5557.0,5680.0,835.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
283.78,0.0,0.0,75,broken clouds,2012-10-11 16:00:00,6272,16,3,10,11,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,5646.666666666667,633.1557996786153,4150.416666666667,2046.2258347178263,5818.0,4632.0,2726.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
283.52,0.0,0.0,75,broken clouds,2012-10-11 17:00:00,5944,17,3,10,11,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,5586.666666666667,572.5646397278363,4194.458333333333,2073.9560806042546,6272.0,4887.0,5689.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
283.32,0.0,0.0,90,overcast clouds,2012-10-11 18:00:00,4949,18,3,10,11,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,5529.666666666667,622.7129889978745,4191.083333333333,2072.6027307977142,5944.0,5030.0,6990.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.06,0.0,0.0,90,overcast clouds,2012-10-11 19:00:00,3511,19,3,10,11,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,5341.833333333333,1000.711230408986,4126.25,2068.344123458057,4949.0,5067.0,5985.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
281.95,0.0,0.0,90,overcast clouds,2012-10-11 20:00:00,3039,20,3,10,11,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,4922.166666666667,1356.992176346889,4035.0833333333335,2065.935726864762,3511.0,5227.0,5309.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
281.81,0.0,0.0,90,overcast clouds,2012-10-11 21:00:00,2679,21,3,10,11,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,4399.0,1535.8514251059569,3912.9583333333335,2055.393022380216,3039.0,5610.0,4603.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.16,0.0,0.0,90,overcast clouds,2012-10-11 22:00:00,2094,22,3,10,11,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,3702.6666666666665,1462.1773718214436,3738.2916666666665,2022.8242305632064,2679.0,6286.0,4884.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.53,0.0,0.0,90,overcast clouds,2012-10-11 23:00:00,1284,23,3,10,11,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,2926.0,1256.7354534666376,3592.8333333333335,2070.0010431979463,2094.0,4775.0,5104.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
283.91,0.0,0.0,90,overcast clouds,2012-10-12 00:00:00,630,0,4,10,12,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,2206.1666666666665,1092.432774438162,3479.9166666666665,2156.4992951876743,1284.0,3340.0,5178.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
284.64,0.0,0.0,90,overcast clouds,2012-10-12 01:00:00,410,1,4,10,12,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,1689.3333333333333,1085.1701556284427,3371.4583333333335,2244.658509501027,630.0,3013.0,5501.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
284.61,0.0,0.0,90,overcast clouds,2012-10-12 02:00:00,331,2,4,10,12,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,1238.0,968.4244937009754,3276.7916666666665,2324.9505647697542,410.0,2603.0,5713.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
283.18,0.0,0.0,72,light intensity drizzle,2012-10-12 03:00:00,372,3,4,10,12,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,853.5,703.6566634374958,3212.7083333333335,2384.6905091175613,331.0,1910.0,6292.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.26,0.0,0.0,72,light rain,2012-10-12 04:00:00,739,4,4,10,12,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,627.6666666666666,358.8674778614734,3200.2916666666665,2397.254307656933,372.0,1037.0,6057.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
280.77,0.0,0.0,72,light intensity drizzle,2012-10-12 05:00:00,2561,5,4,10,12,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,840.5,857.8048146285897,3292.5416666666665,2324.166311103118,739.0,347.0,4907.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
278.53,0.0,0.0,75,broken clouds,2012-10-12 06:00:00,5586,6,4,10,12,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,1666.5,2100.5213400487014,3510.7083333333335,2281.297370760898,2561.0,350.0,3503.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
277.64,0.0,0.0,75,broken clouds,2012-10-12 07:00:00,6992,7,4,10,12,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,2763.5,2885.226282287058,3766.625,2314.1106811397813,5586.0,850.0,3037.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
277.9,0.0,0.0,90,overcast clouds,2012-10-12 08:00:00,5860,8,4,10,12,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,3685.0,2835.4518511165024,3894.5,2342.4756135336825,6992.0,2791.0,2822.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
278.18,0.0,0.0,90,overcast clouds,2012-10-12 09:00:00,5230,9,4,10,12,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,4494.666666666667,2352.727410191557,3870.375,2324.8160060436016,5860.0,5809.0,1992.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
279.29,0.0,0.0,75,broken clouds,2012-10-12 10:00:00,4864,10,4,10,12,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,5182.166666666667,1474.5893552669745,3789.7916666666665,2251.2812966062857,5230.0,6798.0,1166.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
280.45,0.0,0.0,75,broken clouds,2012-10-12 11:00:00,5146,11,4,10,12,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,5613.0,760.152353150345,3741.5416666666665,2207.0276682957992,4864.0,6304.0,627.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
280.95,0.0,0.0,40,scattered clouds,2012-10-12 12:00:00,5526,12,4,10,12,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,5603.0,760.9727984626039,3751.3333333333335,2214.708787739995,5146.0,5291.0,388.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
281.74,0.0,0.0,40,scattered clouds,2012-10-12 13:00:00,5383,13,4,10,12,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,5334.833333333333,341.46649420795626,3782.375,2232.823691174377,5526.0,4638.0,368.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
281.84,0.0,0.0,75,broken clouds,2012-10-12 14:00:00,5758,14,4,10,12,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,5317.833333333333,311.29819573308197,3790.75,2240.134453457029,5383.0,5557.0,2489.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.45,0.0,0.0,75,broken clouds,2012-10-12 15:00:00,5889,15,4,10,12,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,5427.666666666667,382.27459589498284,3793.7083333333335,2242.973133242857,5758.0,5818.0,5537.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.2,0.0,0.0,75,broken clouds,2012-10-12 16:00:00,6057,16,4,10,12,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,5626.5,338.17199765800524,3784.75,2233.0520009911183,5889.0,6272.0,6628.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
281.54,0.0,0.0,40,scattered clouds,2012-10-12 17:00:00,6028,17,4,10,12,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,5773.5,272.93570671498054,3788.25,2236.6464074980463,6057.0,5944.0,5534.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
280.21,0.0,0.0,20,few clouds,2012-10-12 18:00:00,5257,18,4,10,12,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,5728.666666666667,336.4298837301356,3801.0833333333335,2244.466023775825,6028.0,4949.0,5403.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
282.2,0.0,0.0,56,sky is clear,2012-10-12 23:00:00,1897,23,4,10,12,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,5147.666666666667,1618.8108804510405,3733.8333333333335,2277.4726775751787,5257.0,3511.0,4770.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
272.58,0.0,0.0,1,sky is clear,2012-10-13 00:00:00,1335,0,5,10,13,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,4410.5,2191.172083611875,3662.8333333333335,2326.117359682116,1897.0,3039.0,5217.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
